Destination,Package_Title,Image_URL,Trip_Description,Itinerary_Plan,Highlights,Package_Price,User_Rating
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",27087,4.8
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",16814,4.3
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",22974,3.8
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",48321,3.5
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",39134,4.6
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",70569,4.0
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",55365,4.1
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",21074,4.3
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",18843,4.5
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",59047,4.9
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",35622,3.3
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",41955,4.9
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",16866,3.7
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",59972,4.7
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",14785,3.5
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",35963,3.4
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",36151,3.2
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",44287,3.5
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",56587,4.5
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",26391,3.4
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",25732,3.3
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",27748,3.2
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",47342,3.4
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",14911,3.1
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",35736,4.1
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",23356,3.4
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",21914,4.4
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",14936,3.4
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",23246,4.2
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",28629,3.1
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",26184,3.1
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",15793,4.0
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",17437,3.9
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",35609,4.2
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",14789,4.1
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",15546,3.5
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",43362,3.9
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",23455,4.3
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",22004,4.9
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",22534,3.4
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",53745,4.4
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",28154,3.1
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",30884,3.8
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",11023,3.4
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",73326,4.7
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",40736,3.9
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",44207,3.3
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",11858,4.9
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",39843,4.7
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",27645,4.3
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",37064,5.0
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",56184,3.5
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",18068,4.9
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",7644,4.4
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",40294,4.2
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",46101,4.1
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",12576,3.4
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",72119,4.7
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",25114,3.3
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",19053,4.8
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",23800,4.4
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",6437,4.3
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",22734,4.3
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",45578,4.9
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",44794,3.2
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",29837,3.4
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",53372,4.8
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",22379,3.7
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",49390,3.2
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",16123,4.2
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",12514,3.2
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",47598,3.1
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",30715,3.9
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",43936,4.9
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",22664,4.9
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",71174,3.9
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",66882,4.7
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",15854,4.8
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",28305,4.1
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",25721,5.0
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",64762,4.0
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",23466,4.0
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",46343,4.5
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",27221,4.3
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",23052,3.1
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",17407,3.6
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",24475,3.5
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",28463,4.9
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",23654,4.6
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",39900,4.9
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",51760,4.6
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",48692,4.0
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",39478,4.0
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",43260,3.6
